"(Centrum), Nov. 8; Manhattan (Madison Square Garden), Nov. 11; Cleveland (Public Hall), Nov. 14; Dayton, Ohio (Hara Arena), Nov. 15; Louisville, Ky. (Louisville Gardens), Nov. 16; Birmingham, Ala. (Boutwell Auditorium), Nov. 18; Atlanta (Omni), Nov. 19; Miami (The Arena), Nov. 21; Tampa (Sundome), Nov. 22; Houston (Sam Houston Arena), Nov. 24; Dallas (State Fair Coliseum), Nov. 25; Austin (Frank Irwin Center), Nov. 26; Albuquerque, N.M. (Tingley Arena), Nov. 28; Denver (McNichols Arena), Nov. 29; Los Angeles (Sports Arena), Dec. 1; Oakland, Calif. (Oakland Coliseum), Dec. 3.","O-( O-Ce X-##nt X-##rum O-) O-, O-Nov X-. O-8 O-; O-Manhattan O-( O-Madison O-Square O-Garden O-) O-, O-Nov X-. O-11 O-; O-Cleveland O-( O-Public O-Hall O-) O-, O-Nov X-. O-14 O-; O-Dayton O-, O-Ohio O-( O-Hara O-Arena O-) O-, O-Nov X-. O-15 O-; O-Louisville O-, O-K X-##y X-. O-( O-Louisville O-Gardens O-) O-, O-Nov X-. O-16 O-; O-Birmingham O-, O-Al X-##a X-. O-( O-Bo X-##ut X-##well O-Auditorium O-) O-, O-Nov X-. O-18 O-; O-Atlanta O-( O-O X-##m X-##ni O-) O-, O-Nov X-. O-19 O-; O-Miami O-( O-The O-Arena O-) O-, O-Nov X-. O-21 O-; O-Tampa O-( O-Sun X-##dom X-##e O-) O-, O-Nov X-. O-22 O-; O-Houston O-( O-Sam O-Houston O-Arena O-) O-, B-head-Nov X-. B-dependent-24 O-; O-Dallas O-( O-State O-Fair O-Coliseum O-) O-, O-Nov X-. O-25 O-; O-Austin O-( O-Frank O-Irwin O-Center O-) O-, O-Nov X-. O-26 O-; O-Albuquerque O-, O-N X-. X-M X-. O-( O-Tin X-##gley O-Arena O-) O-, O-Nov X-. O-28 O-; O-Denver O-( O-M X-##c X-##N X-##ich X-##ols O-Arena O-) O-, O-Nov X-. O-29 O-; O-Los O-Angeles O-( O-Sports O-Arena O-) O-, O-Dec X-. O-1 O-; O-Oakland O-, O-Cal X-##if O-. O-( O-Oakland O-Coliseum O-) O-, O-Dec X-. O-3 O-."
"(Centrum), Nov. 8; Manhattan (Madison Square Garden), Nov. 11; Cleveland (Public Hall), Nov. 14; Dayton, Ohio (Hara Arena), Nov. 15; Louisville, Ky. (Louisville Gardens), Nov. 16; Birmingham, Ala. (Boutwell Auditorium), Nov. 18; Atlanta (Omni), Nov. 19; Miami (The Arena), Nov. 21; Tampa (Sundome), Nov. 22; Houston (Sam Houston Arena), Nov. 24; Dallas (State Fair Coliseum), Nov. 25; Austin (Frank Irwin Center), Nov. 26; Albuquerque, N.M. (Tingley Arena), Nov. 28; Denver (McNichols Arena), Nov. 29; Los Angeles (Sports Arena), Dec. 1; Oakland, Calif. (Oakland Coliseum), Dec. 3.","O-( O-Ce X-##nt X-##rum O-) O-, O-Nov X-. O-8 O-; O-Manhattan O-( O-Madison O-Square O-Garden O-) O-, O-Nov X-. O-11 O-; O-Cleveland O-( O-Public O-Hall O-) O-, O-Nov X-. O-14 O-; O-Dayton O-, O-Ohio O-( O-Hara O-Arena O-) O-, O-Nov X-. O-15 O-; O-Louisville O-, O-K X-##y X-. O-( O-Louisville O-Gardens O-) O-, O-Nov X-. O-16 O-; O-Birmingham O-, O-Al X-##a X-. O-( O-Bo X-##ut X-##well O-Auditorium O-) O-, O-Nov X-. O-18 O-; O-Atlanta O-( O-O X-##m X-##ni O-) O-, O-Nov X-. O-19 O-; O-Miami O-( O-The O-Arena O-) O-, O-Nov X-. O-21 O-; O-Tampa O-( O-Sun X-##dom X-##e O-) O-, O-Nov X-. O-22 O-; O-Houston O-( O-Sam O-Houston O-Arena O-) O-, O-Nov X-. O-24 O-; O-Dallas O-( O-State O-Fair O-Coliseum O-) O-, B-head-Nov X-. B-dependent-25 O-; O-Austin O-( O-Frank O-Irwin O-Center O-) O-, O-Nov X-. O-26 O-; O-Albuquerque O-, O-N X-. X-M X-. O-( O-Tin X-##gley O-Arena O-) O-, O-Nov X-. O-28 O-; O-Denver O-( O-M X-##c X-##N X-##ich X-##ols O-Arena O-) O-, O-Nov X-. O-29 O-; O-Los O-Angeles O-( O-Sports O-Arena O-) O-, O-Dec X-. O-1 O-; O-Oakland O-, O-Cal X-##if O-. O-( O-Oakland O-Coliseum O-) O-, O-Dec X-. O-3 O-."
"(Centrum), Nov. 8; Manhattan (Madison Square Garden), Nov. 11; Cleveland (Public Hall), Nov. 14; Dayton, Ohio (Hara Arena), Nov. 15; Louisville, Ky. (Louisville Gardens), Nov. 16; Birmingham, Ala. (Boutwell Auditorium), Nov. 18; Atlanta (Omni), Nov. 19; Miami (The Arena), Nov. 21; Tampa (Sundome), Nov. 22; Houston (Sam Houston Arena), Nov. 24; Dallas (State Fair Coliseum), Nov. 25; Austin (Frank Irwin Center), Nov. 26; Albuquerque, N.M. (Tingley Arena), Nov. 28; Denver (McNichols Arena), Nov. 29; Los Angeles (Sports Arena), Dec. 1; Oakland, Calif. (Oakland Coliseum), Dec. 3.","O-( O-Ce X-##nt X-##rum O-) O-, O-Nov X-. O-8 O-; O-Manhattan O-( O-Madison O-Square O-Garden O-) O-, O-Nov X-. O-11 O-; O-Cleveland O-( O-Public O-Hall O-) O-, O-Nov X-. O-14 O-; O-Dayton O-, O-Ohio O-( O-Hara O-Arena O-) O-, O-Nov X-. O-15 O-; O-Louisville O-, O-K X-##y X-. O-( O-Louisville O-Gardens O-) O-, O-Nov X-. O-16 O-; O-Birmingham O-, O-Al X-##a X-. O-( O-Bo X-##ut X-##well O-Auditorium O-) O-, O-Nov X-. O-18 O-; O-Atlanta O-( O-O X-##m X-##ni O-) O-, O-Nov X-. O-19 O-; O-Miami O-( O-The O-Arena O-) O-, O-Nov X-. O-21 O-; O-Tampa O-( O-Sun X-##dom X-##e O-) O-, O-Nov X-. O-22 O-; O-Houston O-( O-Sam O-Houston O-Arena O-) O-, O-Nov X-. O-24 O-; O-Dallas O-( O-State O-Fair O-Coliseum O-) O-, O-Nov X-. O-25 O-; O-Austin O-( O-Frank O-Irwin O-Center O-) O-, B-head-Nov X-. B-dependent-26 O-; O-Albuquerque O-, O-N X-. X-M X-. O-( O-Tin X-##gley O-Arena O-) O-, O-Nov X-. O-28 O-; O-Denver O-( O-M X-##c X-##N X-##ich X-##ols O-Arena O-) O-, O-Nov X-. O-29 O-; O-Los O-Angeles O-( O-Sports O-Arena O-) O-, O-Dec X-. O-1 O-; O-Oakland O-, O-Cal X-##if O-. O-( O-Oakland O-Coliseum O-) O-, O-Dec X-. O-3 O-."
"(Centrum), Nov. 8; Manhattan (Madison Square Garden), Nov. 11; Cleveland (Public Hall), Nov. 14; Dayton, Ohio (Hara Arena), Nov. 15; Louisville, Ky. (Louisville Gardens), Nov. 16; Birmingham, Ala. (Boutwell Auditorium), Nov. 18; Atlanta (Omni), Nov. 19; Miami (The Arena), Nov. 21; Tampa (Sundome), Nov. 22; Houston (Sam Houston Arena), Nov. 24; Dallas (State Fair Coliseum), Nov. 25; Austin (Frank Irwin Center), Nov. 26; Albuquerque, N.M. (Tingley Arena), Nov. 28; Denver (McNichols Arena), Nov. 29; Los Angeles (Sports Arena), Dec. 1; Oakland, Calif. (Oakland Coliseum), Dec. 3.","O-( O-Ce X-##nt X-##rum O-) O-, O-Nov X-. O-8 O-; O-Manhattan O-( O-Madison O-Square O-Garden O-) O-, O-Nov X-. O-11 O-; O-Cleveland O-( O-Public O-Hall O-) O-, O-Nov X-. O-14 O-; O-Dayton O-, O-Ohio O-( O-Hara O-Arena O-) O-, O-Nov X-. O-15 O-; O-Louisville O-, O-K X-##y X-. O-( O-Louisville O-Gardens O-) O-, O-Nov X-. O-16 O-; O-Birmingham O-, O-Al X-##a X-. O-( O-Bo X-##ut X-##well O-Auditorium O-) O-, O-Nov X-. O-18 O-; O-Atlanta O-( O-O X-##m X-##ni O-) O-, O-Nov X-. O-19 O-; O-Miami O-( O-The O-Arena O-) O-, O-Nov X-. O-21 O-; O-Tampa O-( O-Sun X-##dom X-##e O-) O-, O-Nov X-. O-22 O-; O-Houston O-( O-Sam O-Houston O-Arena O-) O-, O-Nov X-. O-24 O-; O-Dallas O-( O-State O-Fair O-Coliseum O-) O-, O-Nov X-. O-25 O-; O-Austin O-( O-Frank O-Irwin O-Center O-) O-, O-Nov X-. O-26 O-; O-Albuquerque O-, O-N X-. X-M X-. O-( O-Tin X-##gley O-Arena O-) O-, B-head-Nov X-. B-dependent-28 O-; O-Denver O-( O-M X-##c X-##N X-##ich X-##ols O-Arena O-) O-, O-Nov X-. O-29 O-; O-Los O-Angeles O-( O-Sports O-Arena O-) O-, O-Dec X-. O-1 O-; O-Oakland O-, O-Cal X-##if O-. O-( O-Oakland O-Coliseum O-) O-, O-Dec X-. O-3 O-."
"(Centrum), Nov. 8; Manhattan (Madison Square Garden), Nov. 11; Cleveland (Public Hall), Nov. 14; Dayton, Ohio (Hara Arena), Nov. 15; Louisville, Ky. (Louisville Gardens), Nov. 16; Birmingham, Ala. (Boutwell Auditorium), Nov. 18; Atlanta (Omni), Nov. 19; Miami (The Arena), Nov. 21; Tampa (Sundome), Nov. 22; Houston (Sam Houston Arena), Nov. 24; Dallas (State Fair Coliseum), Nov. 25; Austin (Frank Irwin Center), Nov. 26; Albuquerque, N.M. (Tingley Arena), Nov. 28; Denver (McNichols Arena), Nov. 29; Los Angeles (Sports Arena), Dec. 1; Oakland, Calif. (Oakland Coliseum), Dec. 3.","O-( O-Ce X-##nt X-##rum O-) O-, O-Nov X-. O-8 O-; O-Manhattan O-( O-Madison O-Square O-Garden O-) O-, O-Nov X-. O-11 O-; O-Cleveland O-( O-Public O-Hall O-) O-, O-Nov X-. O-14 O-; O-Dayton O-, O-Ohio O-( O-Hara O-Arena O-) O-, O-Nov X-. O-15 O-; O-Louisville O-, O-K X-##y X-. O-( O-Louisville O-Gardens O-) O-, O-Nov X-. O-16 O-; O-Birmingham O-, O-Al X-##a X-. O-( O-Bo X-##ut X-##well O-Auditorium O-) O-, O-Nov X-. O-18 O-; O-Atlanta O-( O-O X-##m X-##ni O-) O-, O-Nov X-. O-19 O-; O-Miami O-( O-The O-Arena O-) O-, O-Nov X-. O-21 O-; O-Tampa O-( O-Sun X-##dom X-##e O-) O-, O-Nov X-. O-22 O-; O-Houston O-( O-Sam O-Houston O-Arena O-) O-, O-Nov X-. O-24 O-; O-Dallas O-( O-State O-Fair O-Coliseum O-) O-, O-Nov X-. O-25 O-; O-Austin O-( O-Frank O-Irwin O-Center O-) O-, O-Nov X-. O-26 O-; O-Albuquerque O-, O-N X-. X-M X-. O-( O-Tin X-##gley O-Arena O-) O-, O-Nov X-. O-28 O-; O-Denver O-( O-M X-##c X-##N X-##ich X-##ols O-Arena O-) O-, B-head-Nov X-. B-dependent-29 O-; O-Los O-Angeles O-( O-Sports O-Arena O-) O-, O-Dec X-. O-1 O-; O-Oakland O-, O-Cal X-##if O-. O-( O-Oakland O-Coliseum O-) O-, O-Dec X-. O-3 O-."
"(Centrum), Nov. 8; Manhattan (Madison Square Garden), Nov. 11; Cleveland (Public Hall), Nov. 14; Dayton, Ohio (Hara Arena), Nov. 15; Louisville, Ky. (Louisville Gardens), Nov. 16; Birmingham, Ala. (Boutwell Auditorium), Nov. 18; Atlanta (Omni), Nov. 19; Miami (The Arena), Nov. 21; Tampa (Sundome), Nov. 22; Houston (Sam Houston Arena), Nov. 24; Dallas (State Fair Coliseum), Nov. 25; Austin (Frank Irwin Center), Nov. 26; Albuquerque, N.M. (Tingley Arena), Nov. 28; Denver (McNichols Arena), Nov. 29; Los Angeles (Sports Arena), Dec. 1; Oakland, Calif. (Oakland Coliseum), Dec. 3.","O-( O-Ce X-##nt X-##rum O-) O-, O-Nov X-. O-8 O-; O-Manhattan O-( O-Madison O-Square O-Garden O-) O-, O-Nov X-. O-11 O-; O-Cleveland O-( O-Public O-Hall O-) O-, O-Nov X-. O-14 O-; O-Dayton O-, O-Ohio O-( O-Hara O-Arena O-) O-, O-Nov X-. O-15 O-; O-Louisville O-, O-K X-##y X-. O-( O-Louisville O-Gardens O-) O-, O-Nov X-. O-16 O-; O-Birmingham O-, O-Al X-##a X-. O-( O-Bo X-##ut X-##well O-Auditorium O-) O-, O-Nov X-. O-18 O-; O-Atlanta O-( O-O X-##m X-##ni O-) O-, O-Nov X-. O-19 O-; O-Miami O-( O-The O-Arena O-) O-, O-Nov X-. O-21 O-; O-Tampa O-( O-Sun X-##dom X-##e O-) O-, O-Nov X-. O-22 O-; O-Houston O-( O-Sam O-Houston O-Arena O-) O-, O-Nov X-. O-24 O-; O-Dallas O-( O-State O-Fair O-Coliseum O-) O-, O-Nov X-. O-25 O-; O-Austin O-( O-Frank O-Irwin O-Center O-) O-, O-Nov X-. O-26 O-; O-Albuquerque O-, O-N X-. X-M X-. O-( O-Tin X-##gley O-Arena O-) O-, O-Nov X-. O-28 O-; O-Denver O-( O-M X-##c X-##N X-##ich X-##ols O-Arena O-) O-, O-Nov X-. O-29 O-; O-Los O-Angeles O-( O-Sports O-Arena O-) O-, B-head-Dec X-. B-dependent-1 O-; O-Oakland O-, O-Cal X-##if O-. O-( O-Oakland O-Coliseum O-) O-, O-Dec X-. O-3 O-."
"(Centrum), Nov. 8; Manhattan (Madison Square Garden), Nov. 11; Cleveland (Public Hall), Nov. 14; Dayton, Ohio (Hara Arena), Nov. 15; Louisville, Ky. (Louisville Gardens), Nov. 16; Birmingham, Ala. (Boutwell Auditorium), Nov. 18; Atlanta (Omni), Nov. 19; Miami (The Arena), Nov. 21; Tampa (Sundome), Nov. 22; Houston (Sam Houston Arena), Nov. 24; Dallas (State Fair Coliseum), Nov. 25; Austin (Frank Irwin Center), Nov. 26; Albuquerque, N.M. (Tingley Arena), Nov. 28; Denver (McNichols Arena), Nov. 29; Los Angeles (Sports Arena), Dec. 1; Oakland, Calif. (Oakland Coliseum), Dec. 3.","O-( O-Ce X-##nt X-##rum O-) O-, O-Nov X-. O-8 O-; O-Manhattan O-( O-Madison O-Square O-Garden O-) O-, O-Nov X-. O-11 O-; O-Cleveland O-( O-Public O-Hall O-) O-, O-Nov X-. O-14 O-; O-Dayton O-, O-Ohio O-( O-Hara O-Arena O-) O-, O-Nov X-. O-15 O-; O-Louisville O-, O-K X-##y X-. O-( O-Louisville O-Gardens O-) O-, O-Nov X-. O-16 O-; O-Birmingham O-, O-Al X-##a X-. O-( O-Bo X-##ut X-##well O-Auditorium O-) O-, O-Nov X-. O-18 O-; O-Atlanta O-( O-O X-##m X-##ni O-) O-, O-Nov X-. O-19 O-; O-Miami O-( O-The O-Arena O-) O-, O-Nov X-. O-21 O-; O-Tampa O-( O-Sun X-##dom X-##e O-) O-, O-Nov X-. O-22 O-; O-Houston O-( O-Sam O-Houston O-Arena O-) O-, O-Nov X-. O-24 O-; O-Dallas O-( O-State O-Fair O-Coliseum O-) O-, O-Nov X-. O-25 O-; O-Austin O-( O-Frank O-Irwin O-Center O-) O-, O-Nov X-. O-26 O-; O-Albuquerque O-, O-N X-. X-M X-. O-( O-Tin X-##gley O-Arena O-) O-, O-Nov X-. O-28 O-; O-Denver O-( O-M X-##c X-##N X-##ich X-##ols O-Arena O-) O-, O-Nov X-. O-29 O-; O-Los O-Angeles O-( O-Sports O-Arena O-) O-, O-Dec X-. O-1 O-; O-Oakland O-, O-Cal X-##if O-. O-( O-Oakland O-Coliseum O-) O-, B-head-Dec X-. B-dependent-3 O-."
"In the last few weeks, Moscow has added FROG-7B missiles, the bomber version of the An-12, MiG-23BN high-altitude aircraft, MiG-29s, which can outfly Pakistan's U.S.-built F16s, and Sukhoi SU-27 fighter-bombers, which can outfly the MiG-29s.","O-In O-the O-last O-few O-weeks O-, O-Moscow O-has O-added O-F X-##RO X-##G O-- O-7 X-##B O-missiles O-, O-the O-bomber O-version O-of O-the B-head-An O-- B-dependent-12 O-, O-MiG O-- O-23 X-##B X-##N O-high O-- O-altitude O-aircraft O-, O-MiG O-- X-29 X-##s O-, O-which O-can O-out X-##fly O-Pakistan O-' X-s O-U X-. X-S X-. O-- O-built O-F1 X-##6 X-##s O-, O-and O-Su X-##kh X-##oi O-S X-##U O-- O-27 O-fighter O-- O-bombers O-, O-which O-can O-out X-##fly O-the O-MiG O-- O-29 X-##s O-."
"They are also encouraged by the relatively mild side effects of FK-506, compared with cyclosporine, which can cause renal failure, morbidity, nausea and other problems.","O-They O-are O-also O-encouraged O-by O-the O-relatively O-mild O-side O-effects O-of B-head-FK O-- B-dependent-50 X-##6 O-, O-compared O-with O-c X-##y X-##c X-##los X-##por X-##ine O-, O-which O-can O-cause O-re X-##nal O-failure O-, O-m X-##or X-##bid X-##ity O-, O-nausea O-and O-other O-problems O-."
"Sen. Nickles (R., Okla.) sits on the Appropriations and Budget committees.","O-Sen X-. O-Nick X-##les O-( B-head-R X-. O-, B-dependent-Ok X-##la O-. O-) O-sits O-on O-the O-A X-##pp X-##ropriations O-and O-Budget O-committees O-."
Source: Telerate Systems Inc.,B-head-Source O-: O-Tel X-##era X-##te O-Systems B-dependent-Inc O-.
Source: Telerate Systems Inc.,B-head-Source O-: O-Tel X-##era X-##te O-Systems B-dependent-Inc O-.
"Ratings under review are Ryder's A-1 collateral trust debentures, A-2 senior notes and bonds, A-2 preferred stock and the company's Prime-1 rating for commercial paper.","O-Rat X-##ings O-under O-review O-are O-Ryder O-' X-s O-A O-- O-1 O-co X-##lla X-##teral O-trust O-de X-##bent X-##ures O-, B-head-A O-- B-dependent-2 O-senior O-notes O-and O-bonds O-, O-A O-- O-2 O-preferred O-stock O-and O-the O-company O-' X-s O-Prime O-- O-1 O-rating O-for O-commercial O-paper O-."
"""The New Crowd"" by Judith Ramsey Ehrlich and Barry J. Rehfeld (Little, Brown, 444 pages, $19.95), describes the displacing of the old ""our crowd"" Jewish Wall Street banking grandees by such new business barons as Saul Steinberg, Carl Icahn, Sanford Weill and Bruce Wasserstein.","O-"" O-The O-New O-Crow X-##d O-"" O-by O-Judith O-Ramsey O-E X-##hr X-##lich O-and O-Barry O-J X-. O-Re X-##h X-##feld O-( B-dependent-Little O-, B-head-Brown O-, O-44 X-##4 O-pages O-, O-$ O-19 X-. X-95 O-) O-, O-describes O-the O-di X-##sp X-##lacing O-of O-the O-old O-"" O-our O-crowd O-"" O-Jewish O-Wall O-Street O-banking O-grand X-##ees O-by O-such O-new O-business O-baron X-##s O-as O-Saul O-Stein X-##berg O-, O-Carl O-I X-##ca X-##hn O-, O-Sanford O-Wei X-##ll O-and O-Bruce O-Was X-##ser X-##stein O-."
Rep. Smith died in a plane crash on Aug. 13.,B-dependent-Rep O-. O-Smith B-head-died O-in O-a O-plane O-crash O-on O-Aug X-. O-13 O-.
"Cap added four more divisions to the Army, two active and two reserve; two carrier groups to the Navy; a division -- equivalent to the Marines; and the C-5B, KC-10, C-17 and a thousand tactical aircraft to the Air Force.","O-Cap O-added O-four O-more O-divisions O-to O-the O-Army O-, O-two O-active O-and O-two O-reserve O-; O-two O-carrier O-groups O-to O-the O-Navy O-; O-a O-division O-- X-- O-equivalent O-to O-the O-Marines O-; O-and O-the O-C O-- O-5 X-##B O-, B-head-KC O-- B-dependent-10 O-, O-C O-- O-17 O-and O-a O-thousand O-tactical O-aircraft O-to O-the O-Air O-Force O-."
"Cap added four more divisions to the Army, two active and two reserve; two carrier groups to the Navy; a division -- equivalent to the Marines; and the C-5B, KC-10, C-17 and a thousand tactical aircraft to the Air Force.","O-Cap O-added O-four O-more O-divisions O-to O-the O-Army O-, O-two O-active O-and O-two O-reserve O-; O-two O-carrier O-groups O-to O-the O-Navy O-; O-a O-division O-- X-- O-equivalent O-to O-the O-Marines O-; O-and O-the O-C O-- O-5 X-##B O-, O-KC O-- O-10 O-, B-head-C O-- B-dependent-17 O-and O-a O-thousand O-tactical O-aircraft O-to O-the O-Air O-Force O-."
"Currently, Mr. Merksamer owns 20% of the company; L.J.","O-Currently O-, O-Mr X-. O-Me X-##rks X-##ame X-##r B-head-owns O-20 O-% O-of O-the O-company O-; B-dependent-L X-. X-J X-."
"Ethan Bronner's ""Battle for Justice: How the Bork Nomination Shook America"" (Norton, 399 pages, $22.50) is a spirited narrative of the nastiest of these hearings, done with journalistic verve, but with a flawed legal philosophy.","O-Ethan O-B X-##ron X-##ner O-' X-s O-"" O-Battle O-for O-Justice O-: O-How O-the O-Bo X-##rk O-No X-##mination B-head-S X-##ho X-##ok O-America O-"" O-( B-dependent-Norton O-, O-39 X-##9 O-pages O-, O-$ O-22 X-. X-50 O-) O-is O-a O-spirit X-##ed O-narrative O-of O-the O-na X-##st X-##iest O-of O-these O-hearings O-, O-done O-with O-journalist X-##ic O-ve X-##rve O-, O-but O-with O-a O-fl X-##awed O-legal O-philosophy O-."
Repression: emote control.,B-head-Rep X-##ression O-: O-em X-##ote B-dependent-control O-.
"The $4 billion in bonds break down as follows: $1 billion in five-year bonds with a coupon rate of 8.25% and a yield to maturity of 8.33%; $1 billion in 10-year bonds with a coupon rate of 8.375% and a yield to maturity of 8.42%; $2 billion in 30-year bonds with five-year call protection, a coupon rate of 8.75% and a yield to maturity of 9.06%.","O-The O-$ O-4 O-billion O-in O-bonds O-break O-down O-as O-follows O-: O-$ O-1 O-billion O-in O-five O-- O-year O-bonds O-with O-a O-coup X-##on O-rate O-of O-8 X-. X-25 O-% O-and O-a O-yield O-to O-maturity O-of O-8 X-. X-33 O-% O-; O-$ O-1 O-billion O-in O-10 O-- O-year O-bonds O-with O-a O-coup X-##on O-rate O-of O-8 X-. X-375 O-% O-and O-a B-head-yield O-to O-maturity O-of O-8 X-. X-42 O-% O-; B-dependent-$ O-2 O-billion O-in O-30 O-- O-year O-bonds O-with O-five O-- O-year O-call O-protection O-, O-a O-coup X-##on O-rate O-of O-8 X-. X-75 O-% O-and O-a O-yield O-to O-maturity O-of O-9 X-. X-06 O-% O-."
"You media folks don't get it, do you?","B-dependent-You O-media B-head-folks O-do O-n X-' X-t O-get O-it O-, O-do O-you O-?"
"The combination of solid loan growth with tight expense control gave Wells Fargo a 1.25% return on average assets for the quarter, about 40% higher than Security Pacific's and a profit ratio matched by only two or three other major banks in the U.S. Wells Fargo's return on equity increased to 24.4% from 23.8%.","O-The O-combination O-of O-solid O-loan O-growth O-with O-tight O-expense O-control O-gave B-dependent-Wells B-head-Fargo O-a O-1 X-. X-25 O-% O-return O-on O-average O-assets O-for O-the O-quarter O-, O-about O-40 O-% O-higher O-than O-Security O-Pacific O-' X-s O-and O-a O-profit O-ratio O-matched O-by O-only O-two O-or O-three O-other O-major O-banks O-in O-the O-U X-. X-S X-. O-Wells O-Fargo O-' X-s O-return O-on O-equity O-increased O-to O-24 X-. X-4 O-% O-from O-23 X-. X-8 O-% O-."
"""For a piece on local heroes of World War II, we can ask people to leave the name and number of anyone they know who won a medal,"" he says.","O-"" O-For O-a O-piece O-on O-local O-heroes O-of O-World B-head-War B-dependent-II O-, O-we O-can O-ask O-people O-to O-leave O-the O-name O-and O-number O-of O-anyone O-they O-know O-who O-won O-a O-medal O-, O-"" O-he O-says O-."
Source: Ibbotson Associates Inc.,B-head-Source O-: O-I X-##bb X-##ots X-##on O-Associates B-dependent-Inc O-.
"The vaccine, VaxSyn HIV-1, has been safely given to 14 people, some of whom are experiencing substantial increases in certain antibodies.","O-The O-vaccine O-, B-head-V X-##ax X-##S X-##yn O-HIV O-- B-dependent-1 O-, O-has O-been O-safely O-given O-to O-14 O-people O-, O-some O-of O-whom O-are O-experiencing O-substantial O-increases O-in O-certain O-antibodies O-."
C. Brian Maddox,B-dependent-C X-. B-head-Brian O-Maddox
